
active jobs------------------------
JOBID              USERNAME      STATE PROCS   REMAINING            STARTTIME

8493528            zhoux379    Running     8    10:00:00  Wed Oct 10 18:30:42
8493531            zhoux379    Running     8    10:00:00  Wed Oct 10 18:30:42
8493538            zhoux379    Running     8    10:00:00  Wed Oct 10 18:30:42
8493539            zhoux379    Running     8    10:00:00  Wed Oct 10 18:30:42
8493569            zhoux379    Running     8    10:00:00  Wed Oct 10 18:30:42
8493594            zhoux379    Running     8    10:00:00  Wed Oct 10 18:30:42
8493595            zhoux379    Running     8    10:00:00  Wed Oct 10 18:30:42
8493533            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493535            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493536            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493537            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493540            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493541            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493542            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493543            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493548            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493558            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493564            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493575            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493581            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493586            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493587            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493588            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493589            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493590            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493591            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493592            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493593            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493596            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493597            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493598            water157    Running     4    12:00:00  Wed Oct 10 18:30:42
8493661            zhoux379    Running     8    12:00:00  Wed Oct 10 18:30:42
8493662            zhoux379    Running     8    12:00:00  Wed Oct 10 18:30:42
8493663            zhoux379    Running     8    12:00:00  Wed Oct 10 18:30:42
8493664            zhoux379    Running     8    12:00:00  Wed Oct 10 18:30:42
8493665            zhoux379    Running     8    12:00:00  Wed Oct 10 18:30:42
8493675            zhoux379    Running     8    12:00:00  Wed Oct 10 18:30:42
8493676            zhoux379    Running     8    12:00:00  Wed Oct 10 18:30:42
8493649            zhan6058    Running     1  1:00:00:00  Wed Oct 10 18:30:42
8493650            zhan6058    Running     1  1:00:00:00  Wed Oct 10 18:30:42
8493651            zhan6058    Running     1  1:00:00:00  Wed Oct 10 18:30:42
8493652            zhan6058    Running     1  1:00:00:00  Wed Oct 10 18:30:42
8446600(15)        liu00282    Running    45  1:03:07:30  Mon Oct  8 03:38:12
8459043(17)        wyant008    Running   272  3:20:00:01  Wed Oct 10 14:30:43
8469477(8)         liu00282    Running    24  1:20:00:01  Wed Oct 10 14:30:43
8479937(1)           pcrisp    Running     8    20:04:36  Wed Oct 10 14:35:18
8482345(1)         liu00282    Running     5  3:17:54:57  Wed Oct 10 18:25:39
8492438(3)         konox006    Running    18    11:40:11  Wed Oct 10 18:10:53
8493534(90)        straussa    Running    90     1:57:24  Wed Oct 10 18:28:06
8459792            wang1710    Running    24     1:03:56  Wed Oct 10 00:34:38
8460474            vnemykin    Running    24     1:40:58  Tue Oct  9 21:11:40
8444062            wang1710    Running     1     1:49:07  Sun Oct  7 12:19:49
8444065            wang1710    Running     1     1:49:07  Sun Oct  7 12:19:49
8444066            wang1710    Running     1     1:49:07  Sun Oct  7 12:19:49
8444068            wang1710    Running     1     1:49:07  Sun Oct  7 12:19:49
8444069            wang1710    Running     1     1:49:07  Sun Oct  7 12:19:49
8444071            wang1710    Running     1     1:49:07  Sun Oct  7 12:19:49
8444075            wang1710    Running     1     1:49:07  Sun Oct  7 12:19:49
8444077            wang1710    Running     1     1:49:07  Sun Oct  7 12:19:49
8444078            wang1710    Running     1     1:49:07  Sun Oct  7 12:19:49
8444117            wang1710    Running     1     1:49:07  Sun Oct  7 12:19:49
8444122            wang1710    Running     1     1:49:07  Sun Oct  7 12:19:49
8444123            wang1710    Running     1     1:49:07  Sun Oct  7 12:19:49
8445107            oconnorc    Running    18     1:50:58  Sun Oct  7 20:21:40
8460896            zhan6058    Running     1     1:56:22  Tue Oct  9 20:27:04
8460927            zhan6058    Running     1     1:56:22  Tue Oct  9 20:27:04
8461049            zhan6058    Running     1     1:58:19  Tue Oct  9 20:29:01
8461677            zhan6058    Running     1     2:10:10  Tue Oct  9 20:40:52
8485805            jinxx596    Running    24     2:14:01  Wed Oct 10 16:44:43
8461116            zhan6058    Running     1     2:16:49  Tue Oct  9 20:47:31
8462592            reutz009    Running    24     2:16:49  Tue Oct  9 20:47:31
8462593            reutz009    Running    24     2:16:49  Tue Oct  9 20:47:31
8462594            reutz009    Running    24     2:19:08  Tue Oct  9 20:49:50
8460815            zhan6058    Running     1     2:21:23  Tue Oct  9 20:52:05
8462597            reutz009    Running    24     2:23:39  Tue Oct  9 20:54:21
8462599            reutz009    Running    24     2:25:51  Tue Oct  9 20:56:33
8462604            reutz009    Running    24     2:28:02  Tue Oct  9 20:58:44
8462606            reutz009    Running    24     2:28:02  Tue Oct  9 20:58:44
8462608            reutz009    Running    24     2:30:13  Tue Oct  9 21:00:55
8473379            li000678    Running    24     2:30:34  Wed Oct 10 09:01:16
8462610            reutz009    Running    24     2:32:42  Tue Oct  9 21:03:24
8462611            reutz009    Running    24     2:32:42  Tue Oct  9 21:03:24
8462472            zhan6058    Running     1     2:34:57  Tue Oct  9 21:05:39
8462494            zhan6058    Running     1     2:37:15  Tue Oct  9 21:07:57
8460263            yang3704    Running     1     2:59:47  Tue Oct  9 16:50:29
8464619            zhan6058    Running     1     3:00:11  Tue Oct  9 21:30:53
